portfolio,agency,program,scheme,value12_13,diff_percent,difference,value13_14,value14_15,value15_16,value16_17,source
Department of Veterans Affairs,Department of Veterans Affairs,"Contributions, Post-Vietnam Era Veterans Education Account","Veterans education, training, and rehabilitation",0,,0,0,0,0,0,
Department of Veterans Affairs,Department of Veterans Affairs,"Premium and other receipts, USGLI, VA",Income security for veterans,0,,0,0,0,0,0,
Department of Veterans Affairs,Department of Veterans Affairs,"Payments from general and special funds, USGLI, VA",Income security for veterans,0,,0,0,0,0,0,
Department of Veterans Affairs,Department of Veterans Affairs,"General Post Fund, National Homes, Deposits",Other veterans benefits and services,-24000,,-4000,-28000,-29000,-29000,-29000,
Department of Veterans Affairs,Department of Veterans Affairs,Deltas between the Annualized CR Amounts and the FY 2013 Budget Request,Hospital and medical care for veterans,0,,-1093000,-1093000,-155000,-16000,-6000,
Department of Veterans Affairs,Veterans Health Administration,Medical Support and Compliance,Hospital and medical care for veterans,5288000,,340000,5628000,5915000,5774000,5846000,
Department of Veterans Affairs,Veterans Health Administration,Medical Services,Hospital and medical care for veterans,39347000,,3046000,42393000,44727000,46786000,47435000,
Department of Veterans Affairs,Veterans Health Administration,Medical Services,Hospital and medical care for veterans,852000,,123000,975000,1066000,1114000,1129000,
Department of Veterans Affairs,Veterans Health Administration,Medical Services,Hospital and medical care for veterans,0,,0,0,0,0,0,
Department of Veterans Affairs,Veterans Health Administration,Medical and Prosthetic Research,Hospital and medical care for veterans,584000,,-9000,575000,576000,596000,600000,
Department of Veterans Affairs,Veterans Health Administration,Medical Facilities,Hospital and medical care for veterans,5442000,,-159000,5283000,4874000,4856000,4910000,
Department of Veterans Affairs,Veterans Health Administration,Medical Facilities,Hospital and medical care for veterans,0,,0,0,0,0,0,
Department of Veterans Affairs,Veterans Health Administration,DOD-VA Health Care Sharing Incentive Fund,Hospital and medical care for veterans,61000,,69000,130000,80000,60000,51000,
Department of Veterans Affairs,Veterans Health Administration,Joint Department of Defense-Department of Veterans Affairs Medical Facility Demonstration Fund,Hospital and medical care for veterans,342000,,-307000,35000,4000,4000,4000,
Department of Veterans Affairs,Veterans Health Administration,Consolidated working fund,Other veterans benefits and services,0,,0,0,0,0,0,
Department of Veterans Affairs,Veterans Health Administration,Canteen Service Revolving Fund,Other veterans benefits and services,-21000,,24000,3000,3000,5000,2000,
Department of Veterans Affairs,Veterans Health Administration,"General Post Fund, National Homes",Other veterans benefits and services,24000,,1000,25000,26000,39000,39000,
Department of Veterans Affairs,Benefits Programs,Compensation and Pensions,Income security for veterans,0,,0,0,0,0,0,
Department of Veterans Affairs,Benefits Programs,Veterans Insurance and Indemnities,Income security for veterans,100000,,6000,106000,77000,78000,104000,
Department of Veterans Affairs,Benefits Programs,National cemetery administration,Other veterans benefits and services,0,,0,0,0,0,0,
Department of Veterans Affairs,Benefits Programs,Vocational rehabilitation and employment administration,"Veterans education, training, and rehabilitation",0,,0,0,0,0,0,
Department of Veterans Affairs,Benefits Programs,Readjustment Benefits,"Veterans education, training, and rehabilitation",0,,0,0,0,0,0,
Department of Veterans Affairs,Benefits Programs,Readjustment Benefits,"Veterans education, training, and rehabilitation",10330000,,2809000,13139000,13686000,14155000,15537000,
Department of Veterans Affairs,Benefits Programs,Burial benefits,Income security for veterans,167000,,37000,204000,184000,160000,108000,
Department of Veterans Affairs,Benefits Programs,Burial benefits,Other veterans benefits and services,0,,0,0,0,0,0,
Department of Veterans Affairs,Benefits Programs,Vocational rehabilitation loans program account,"Veterans education, training, and rehabilitation",0,,0,0,0,0,0,
Department of Veterans Affairs,Benefits Programs,Vocational rehabilitation loans program account,Veterans housing,0,,0,0,0,0,0,
Department of Veterans Affairs,Benefits Programs,Compensation,Income security for veterans,50050000,,10722000,60772000,65215000,69494000,79275000,
Department of Veterans Affairs,Benefits Programs,Pensions benefits,Income security for veterans,4537000,,683000,5220000,5565000,5932000,7406000,
Department of Veterans Affairs,Benefits Programs,Veterans Housing Benefit Program Fund,Veterans housing,142000,,14000,156000,158000,162000,165000,
Department of Veterans Affairs,Benefits Programs,Veterans Housing Benefit Program Fund,Veterans housing,1575000,,-196000,1379000,0,81000,159000,
Department of Veterans Affairs,Benefits Programs,Native American Veteran Housing Loan Program Account,Veterans housing,1000,,0,1000,1000,1000,1000,
Department of Veterans Affairs,Benefits Programs,Native American Veteran Housing Loan Program Account,Veterans housing,13000,,-7000,6000,0,1000,1000,
Department of Veterans Affairs,Benefits Programs,Filipino Veterans Equity Compensation Fund,Income security for veterans,2000,,4000,6000,6000,0,0,
Department of Veterans Affairs,Benefits Programs,Servicemembers' Group Life Insurance Fund,Income security for veterans,0,,0,0,0,0,0,
Department of Veterans Affairs,Benefits Programs,Veterans Reopened Insurance Fund,Income security for veterans,28000,,3000,31000,31000,30000,28000,
Department of Veterans Affairs,Benefits Programs,Service-disabled Veterans Insurance Fund,Income security for veterans,-23000,,11000,-12000,27000,24000,0,
Department of Veterans Affairs,Benefits Programs,Housing Liquidating Account,Veterans housing,-9000,,4000,-5000,-7000,-6000,-6000,
Department of Veterans Affairs,Benefits Programs,Miscellaneous veterans programs loan fund liquidating account,"Veterans education, training, and rehabilitation",0,,0,0,0,0,0,
Department of Veterans Affairs,Benefits Programs,Miscellaneous veterans programs loan fund liquidating account,"Veterans education, training, and rehabilitation",0,,0,0,0,0,0,
Department of Veterans Affairs,Benefits Programs,National Service Life Insurance Fund,Income security for veterans,1071000,,-4000,1067000,1020000,948000,898000,
Department of Veterans Affairs,Benefits Programs,Post-Vietnam Era Veterans Education Account,"Veterans education, training, and rehabilitation",0,,0,0,0,0,0,
Department of Veterans Affairs,Benefits Programs,United States Government Life Insurance Fund,Income security for veterans,5000,,-1000,4000,2000,2000,2000,
Department of Veterans Affairs,Benefits Programs,Veterans Special Life Insurance Fund,Income security for veterans,27000,,28000,55000,68000,79000,94000,
Department of Veterans Affairs,Departmental Administration,"Construction, Major Projects",Hospital and medical care for veterans,738000,,189000,927000,832000,734000,597000,
Department of Veterans Affairs,Departmental Administration,"Construction, Minor Projects",Hospital and medical care for veterans,550000,,-134000,416000,428000,683000,706000,
Department of Veterans Affairs,Departmental Administration,National Cemetery Administration,Other veterans benefits and services,255000,,-7000,248000,248000,278000,266000,
Department of Veterans Affairs,Departmental Administration,General Administration,Other veterans benefits and services,284000,,126000,410000,397000,420000,420000,
Department of Veterans Affairs,Departmental Administration,"General Operating Expenses, Veterans Benefits Administration",Other veterans benefits and services,2144000,,-34000,2110000,2298000,2429000,2483000,
Department of Veterans Affairs,Departmental Administration,"General Operating Expenses, Veterans Benefits Administration",Other veterans benefits and services,0,,0,0,0,0,0,
Department of Veterans Affairs,Departmental Administration,Veterans Employment and Infrastructure Enhancement Transfer Fund,"Veterans education, training, and rehabilitation",0,,0,0,50000,237000,237000,
Department of Veterans Affairs,Departmental Administration,Information Technology Systems,Other veterans benefits and services,3266000,,-374000,2892000,3502000,3692000,3809000,
Department of Veterans Affairs,Departmental Administration,Office of Inspector General,Other veterans benefits and services,112000,,3000,115000,113000,116000,118000,
Department of Veterans Affairs,Departmental Administration,Grants for Construction of State Extended Care Facilities,Hospital and medical care for veterans,201000,,-96000,105000,93000,90000,88000,
Department of Veterans Affairs,Departmental Administration,Grants for Construction of Veterans Cemeteries,Other veterans benefits and services,0,,0,0,0,0,0,
Department of Veterans Affairs,Departmental Administration,Grants for Construction of Veterans Cemeteries,Other veterans benefits and services,28000,,5000,33000,32000,52000,44000,
Department of Veterans Affairs,Departmental Administration,Pershing Hall revolving fund,Hospital and medical care for veterans,0,,0,0,0,0,0,
Department of Veterans Affairs,Departmental Administration,Pershing Hall revolving fund,Other veterans benefits and services,0,,0,0,0,0,0,
Department of Veterans Affairs,Departmental Administration,Supply Fund,Other veterans benefits and services,0,,0,0,0,0,0,
Department of Veterans Affairs,Departmental Administration,Supply Fund,Other veterans benefits and services,65000,,-855000,-790000,0,900000,0,
Department of Veterans Affairs,Departmental Administration,Franchise Fund,Other veterans benefits and services,13000,,-13000,0,2000,19000,-3000,
Executive Office of the President,Executive Office of the President,All Other General Fund Proprietary Receipts Including Budget Clearing Accounts,Deductions for offsetting receipts,-1000,,1000,0,0,0,0,
Executive Office of the President,Executive Office of the President,Undistributed Intragovernmental Payments and Receivables from Cancelled Accounts,Deductions for offsetting receipts,0,,0,0,0,0,0,
Executive Office of the President,Executive Office of the President,Deltas between the Annualized CR Amounts and the FY 2013 Budget Request,Executive direction and management,0,,-13000,-13000,-2000,0,0,
Executive Office of the President,The White House,Compensation of the President,Executive direction and management,0,,0,0,0,0,0,
Executive Office of the President,The White House,Compensation of the President and the White House Office,Executive direction and management,0,,0,0,0,0,0,
Executive Office of the President,The White House,The White House,Executive direction and management,60000,,-1000,59000,59000,57000,59000,
Executive Office of the President,The White House,Armstrong Resolution Account,Executive direction and management,0,,0,0,0,0,0,
Executive Office of the President,Executive Residence at the White House,White House Repair and Restoration,Executive direction and management,0,,1000,1000,1000,1000,1000,
Executive Office of the President,Executive Residence at the White House,Operating Expenses,Executive direction and management,13000,,-2000,11000,13000,14000,15000,
Executive Office of the President,Special Assistance to the President and the Official Residence of the Vice President,Operating expenses,Executive direction and management,0,,0,0,0,0,0,
Executive Office of the President,Special Assistance to the President and the Official Residence of the Vice President,Special Assistance to the President and the Official Residence of the Vice President,Executive direction and management,5000,,0,5000,5000,5000,5000,
Executive Office of the President,Special Assistance to the President and the Official Residence of the Vice President,Donations for the Official Residence of the Vice President,Executive direction and management,0,,0,0,0,0,0,
Executive Office of the President,Special Assistance to the President and the Official Residence of the Vice President,"Donations, Donations for the Official Residence of the Vice President",Executive direction and management,0,,0,0,0,0,0,
Executive Office of the President,Council of Economic Advisers,Salaries and Expenses,Executive direction and management,4000,,0,4000,4000,4000,4000,
Executive Office of the President,Council on Environmental Quality and Office of Environmental Quality,Council on Environmental Quality and Office of Environmental Quality,Executive direction and management,3000,,0,3000,3000,3000,3000,
Executive Office of the President,Council on Environmental Quality and Office of Environmental Quality,"Management Fund, Office of Environmental Quality",Executive direction and management,0,,0,0,0,0,0,
Executive Office of the President,Council on Environmental Quality and Office of Environmental Quality,"Management Fund, Office of Environmental Quality",Executive direction and management,0,,0,0,0,0,0,
Executive Office of the President,Council on International Economic Policy,Salaries and expenses,Executive direction and management,0,,0,0,0,0,0,
Executive Office of the President,Council on Wage and Price Stability,Salaries and expenses,Executive direction and management,0,,0,0,0,0,0,
Executive Office of the President,Office of Policy Development,Salaries and expenses,Executive direction and management,0,,0,0,0,0,0,
Executive Office of the President,National Security Council and Homeland Security Council,Salaries and Expenses,Executive direction and management,14000,,0,14000,13000,13000,14000,
Executive Office of the President,National Space Council,Salaries and expenses,Executive direction and management,0,,0,0,0,0,0,
Executive Office of the President,National Critical Materials Council,Salaries and expenses,Executive direction and management,0,,0,0,0,0,0,
Executive Office of the President,Office of Administration,Salaries and Expenses,Executive direction and management,114000,,7000,121000,113000,115000,118000,
Executive Office of the President,Armstrong Resolution,Armstrong resolution account,Executive direction and management,0,,0,0,0,0,0,
Executive Office of the President,Office of National Service,Office of national service,Executive direction and management,0,,0,0,0,0,0,
Executive Office of the President,Office of Management and Budget,Office of Management and Budget,Executive direction and management,92000,,-2000,90000,93000,95000,97000,
Executive Office of the President,Office of National Drug Control Policy,Office of National Drug Control Policy,Federal law enforcement activities,0,,0,0,0,0,0,
Executive Office of the President,Office of National Drug Control Policy,Office of National Drug Control Policy,Executive direction and management,27000,,-5000,22000,26000,24000,24000,
Executive Office of the President,Office of National Drug Control Policy,Counterdrug Technology Assessment Center,Criminal justice assistance,0,,0,0,0,0,0,
Executive Office of the President,Office of National Drug Control Policy,Gifts and donations,Executive direction and management,0,,0,0,0,0,0,
Executive Office of the President,Office of National Drug Control Policy,"Gifts and donations, Office of National Drug Control Policy",Executive direction and management,0,,0,0,0,0,0,
Executive Office of the President,Office of Science and Technology Policy,Office of Science and Technology Policy,Executive direction and management,6000,,-1000,5000,6000,6000,6000,
Executive Office of the President,Office of the United States Trade Representative,Office of the United States Trade Representative,Other advancement of commerce,0,,0,0,0,0,0,
Executive Office of the President,Office of the United States Trade Representative,Office of the United States Trade Representative,Executive direction and management,52000,,0,52000,56000,57000,59000,
Executive Office of the President,Office of Telecommunications Policy,Salaries and expenses,Executive direction and management,0,,0,0,0,0,0,
Executive Office of the President,The Points of Light Foundation,Salaries and expenses,Social services,0,,0,0,0,0,0,
Executive Office of the President,The Points of Light Foundation,Salaries and expenses,Executive direction and management,0,,0,0,0,0,0,
Executive Office of the President,White House Conference for a Drug Free America,Salaries and expenses,Executive direction and management,0,,0,0,0,0,0,
Executive Office of the President,Special Action Office for Drug Abuse Prevention,Special Action Office for Drug Abuse Prevention,Consumer and occupational health and safety,0,,0,0,0,0,0,
Executive Office of the President,Special Action Office for Drug Abuse Prevention,Special Action Office for Drug Abuse Prevention,Consumer and occupational health and safety,0,,0,0,0,0,0,
Executive Office of the President,Office of Drug Abuse Policy,Office of Drug Abuse Policy,Executive direction and management,0,,0,0,0,0,0,
Executive Office of the President,Unanticipated Needs,Data-Driven Innovation,Executive direction and management,3000,,12000,15000,22000,22000,16000,
Executive Office of the President,Unanticipated Needs,Unanticipated Needs for Natural Disasters,Disaster relief and insurance,0,,0,0,0,0,0,
Executive Office of the President,Unanticipated Needs,Emergency Response Fund,Federal law enforcement activities,0,,0,0,0,0,0,
Executive Office of the President,Unanticipated Needs,Partnership Fund for Program Integrity Innovation,Executive direction and management,0,,0,0,0,0,0,
Executive Office of the President,Unanticipated Needs,Unanticipated Needs,Executive direction and management,0,,0,0,0,0,0,
Executive Office of the President,Unanticipated Needs,Iraq Relief and Reconstruction Fund,International development and humanitarian assistance,13000,,-12000,1000,0,0,0,
Executive Office of the President,Unanticipated Needs,Information technology systems and related expenses,Other general government,0,,0,0,0,0,0,
Executive Office of the President,Unanticipated Needs,Spectrum Relocation Fund,Other advancement of commerce,0,,0,0,0,0,0,
Executive Office of the President,Expenses of Management Improvement,Expenses of management improvement,Executive direction and management,0,,0,0,0,0,0,
Executive Office of the President,Presidential Transition,Administrative Support,Executive direction and management,0,,0,0,0,0,0,
Federal Drug Control Programs,Federal Drug Control Programs,High-intensity Drug Trafficking Areas Program,Criminal justice assistance,0,,0,0,0,0,0,
Federal Drug Control Programs,Federal Drug Control Programs,High-intensity Drug Trafficking Areas Program,Criminal justice assistance,217000,,87000,304000,192000,190000,201000,
Federal Drug Control Programs,Federal Drug Control Programs,Other Federal Drug Control Programs,Executive direction and management,232000,,-126000,106000,96000,99000,100000,
Federal Drug Control Programs,Federal Drug Control Programs,Counterdrug Technology Assessment Center,Criminal justice assistance,2000,,1000,3000,2000,2000,0,
Federal Drug Control Programs,Federal Drug Control Programs,Special forfeiture fund,Executive direction and management,0,,0,0,0,0,0,
Federal Drug Control Programs,Federal Drug Control Programs,"Earnings on investments, special forfeiture fund",Other interest,0,,0,0,0,0,0,
International Assistance Programs,International Assistance Programs,"Gifts and donations, Peace Corps",International development and humanitarian assistance,0,,0,0,0,0,0,
International Assistance Programs,International Assistance Programs,Deltas between the Annualized CR Amounts and the FY 2013 Budget Request,International development and humanitarian assistance,0,,-144000,-144000,-139000,-76000,-35000,
International Assistance Programs,International Assistance Programs,Deltas between the Annualized CR Amounts and the FY 2013 Budget Request,International security assistance,0,,612000,612000,-335000,-161000,-43000,
International Assistance Programs,Millennium Challenge Corporation,Millennium Challenge Corporation,International development and humanitarian assistance,1451000,,375000,1826000,723000,941000,1027000,
International Assistance Programs,Millennium Challenge Corporation,All Other General Fund Proprietary Receipts Including Budget Clearing Accounts,Deductions for offsetting receipts,0,,0,0,0,0,0,
International Assistance Programs,Millennium Challenge Corporation,Undistributed Intragovernmental Payments and Receivables from Cancelled Accounts,Deductions for offsetting receipts,0,,0,0,0,0,0,
International Assistance Programs,International Security Assistance,Peacekeeping Operations,International security assistance,435000,,121000,556000,463000,391000,360000,
International Assistance Programs,International Security Assistance,Economic Support Fund,International development and humanitarian assistance,0,,0,0,0,0,0,
International Assistance Programs,International Security Assistance,Economic Support Fund,International security assistance,5241000,,487000,5728000,6540000,5668000,5356000,
International Assistance Programs,International Security Assistance,Global Security Contingency Fund,International security assistance,0,,23000,23000,33000,23000,26000,
International Assistance Programs,International Security Assistance,Nonproliferation and Disarmament Fund,International security assistance,0,,0,0,0,0,0,
International Assistance Programs,International Security Assistance,"Nonproliferation, Antiterrorism, Demining, and Related Programs",International security assistance,655000,,74000,729000,839000,746000,705000,
International Assistance Programs,International Security Assistance,Military assistance,International security assistance,0,,0,0,0,0,0,
International Assistance Programs,International Security Assistance,International Military Education and Training,International security assistance,94000,,11000,105000,112000,112000,110000,
International Assistance Programs,International Security Assistance,Foreign Military Financing Program,International security assistance,5140000,,1546000,6686000,6133000,5768000,5839000,
International Assistance Programs,International Security Assistance,Foreign Military Financing Program,International security assistance,0,,0,0,0,0,0,
International Assistance Programs,International Security Assistance,Pakistan Counterinsurgency Capability Fund,International security assistance,0,,570000,570000,662000,444000,0,
International Assistance Programs,International Security Assistance,Military-to-military contact program,International security assistance,0,,0,0,0,0,0,
International Assistance Programs,International Security Assistance,Foreign Military Financing Loan Program Account,International security assistance,0,,0,0,0,0,0,
International Assistance Programs,International Security Assistance,Foreign Military Financing Loan Program Account,International security assistance,37000,,144000,181000,0,0,0,
International Assistance Programs,International Security Assistance,"Military assistance, South Vietnamese forces",International security assistance,0,,0,0,0,0,0,
International Assistance Programs,International Security Assistance,Assistance for relocation of facilities in Israel,International security assistance,0,,0,0,0,0,0,
International Assistance Programs,International Security Assistance,Counter-terrorism assistance to Israel,International security assistance,0,,0,0,0,0,0,
International Assistance Programs,International Security Assistance,Central America and Caribbean Emergency Disaster Recovery Fund,International development and humanitarian assistance,-1000,,3000,2000,2000,1000,0,
International Assistance Programs,International Security Assistance,Interest on Foreign Military Credit Sales,Other interest,0,,0,0,0,0,0,
International Assistance Programs,International Security Assistance,Interest on foreign military credit sales,Other interest,0,,0,0,0,0,0,
International Assistance Programs,International Security Assistance,"Foreign Military Financing, Downward Reestimates of Subsidies",International development and humanitarian assistance,0,,0,0,0,0,0,
International Assistance Programs,International Security Assistance,"Foreign Military Financing, Downward Reestimates of Subsidies",International security assistance,0,,-5000,-5000,0,0,0,
International Assistance Programs,International Security Assistance,"Repayment of Loans, Foreign Military Credit Sales",International security assistance,0,,0,0,0,0,0,
International Assistance Programs,International Security Assistance,"Recoveries roll-up, historical file only",International security assistance,0,,0,0,0,0,0,
International Assistance Programs,International Security Assistance,Foreign Military Loan Liquidating Account,International security assistance,0,,0,0,0,0,0,
International Assistance Programs,International Security Assistance,Foreign Military Loan Liquidating Account,International security assistance,-138000,,19000,-119000,-100000,-54000,-41000,
International Assistance Programs,Multilateral Assistance,Strategic Climate Fund,International development and humanitarian assistance,50000,,25000,75000,68000,70000,71000,
International Assistance Programs,Multilateral Assistance,Contribution to the Inter-American Development Bank,International development and humanitarian assistance,86000,,-6000,80000,102000,105000,107000,
International Assistance Programs,Multilateral Assistance,Contribution to the International Development Association,International development and humanitarian assistance,1492000,,14000,1506000,1504000,1544000,1574000,
International Assistance Programs,Multilateral Assistance,Contribution to the Asian Development Bank,International development and humanitarian assistance,290000,,-110000,180000,287000,228000,232000,
International Assistance Programs,Multilateral Assistance,Contribution to the International Bank for Reconstruction and Development,International development and humanitarian assistance,207000,,31000,238000,336000,345000,352000,
International Assistance Programs,Multilateral Assistance,Contribution to the African Development Fund,International development and humanitarian assistance,0,,0,0,0,0,0,
International Assistance Programs,Multilateral Assistance,Clean Technology Fund,International development and humanitarian assistance,185000,,46000,231000,216000,222000,226000,
International Assistance Programs,Multilateral Assistance,Contribution to the African Development Bank,International development and humanitarian assistance,271000,,-57000,214000,257000,264000,268000,
International Assistance Programs,Multilateral Assistance,Contribution to Multilateral Investment Guarantee Agency,International development and humanitarian assistance,0,,0,0,0,0,0,
International Assistance Programs,Multilateral Assistance,Contribution to the special facility for Sub-Saharan Africa,International development and humanitarian assistance,0,,0,0,0,0,0,
International Assistance Programs,Multilateral Assistance,Contribution to the European Bank for Reconstruction and Development,International development and humanitarian assistance,0,,0,0,0,0,0,
International Assistance Programs,Multilateral Assistance,Contribution to Enterprise for the Americas Multilateral Investment Fund,International development and humanitarian assistance,50000,,-26000,24000,5000,6000,7000,
International Assistance Programs,Multilateral Assistance,Debt Restructuring,International development and humanitarian assistance,74000,,42000,116000,12000,0,0,
International Assistance Programs,Multilateral Assistance,Debt Restructuring,International development and humanitarian assistance,0,,0,0,0,0,0,
International Assistance Programs,Multilateral Assistance,Contribution for the EBRD small and medium enterprise support fund,International development and humanitarian assistance,0,,0,0,0,0,0,
International Assistance Programs,Multilateral Assistance,International Organizations and Programs,International development and humanitarian assistance,329000,,-70000,259000,375000,351000,354000,
International Assistance Programs,Multilateral Assistance,North American Development Bank,International development and humanitarian assistance,0,,0,0,0,0,0,
International Assistance Programs,Multilateral Assistance,North American Development Bank,International development and humanitarian assistance,0,,0,0,0,0,0,
International Assistance Programs,Multilateral Assistance,"Global Fund to Fight AIDS, Tuberculosis and Malaria",International development and humanitarian assistance,297000,,-297000,0,0,0,0,
International Assistance Programs,Multilateral Assistance,Contributions to the International Fund for Agricultural Development,International development and humanitarian assistance,0,,45000,45000,24000,24000,30000,
International Assistance Programs,Multilateral Assistance,International Affairs Technical Assistance Program,International development and humanitarian assistance,37000,,-9000,28000,29000,27000,26000,
International Assistance Programs,Multilateral Assistance,Global Food Security Fund,International development and humanitarian assistance,160000,,-9000,151000,135000,139000,141000,
International Assistance Programs,Multilateral Assistance,"Debt Restructuring, Downward Reestimates of Subsidies",International development and humanitarian assistance,0,,0,0,0,0,0,
International Assistance Programs,Agency for International Development,"Receipts, International development and humanitarian assistance",International development and humanitarian assistance,0,,0,0,0,0,0,
International Assistance Programs,Agency for International Development,Agency for International Development,International development and humanitarian assistance,0,,0,0,0,0,0,
International Assistance Programs,Agency for International Development,Emergency Food Assistance Contingency Fund,International development and humanitarian assistance,0,,0,0,39000,63000,72000,
International Assistance Programs,Agency for International Development,Capital Investment Fund of the United States Agency for International Development.,International development and humanitarian assistance,137000,,0,137000,122000,124000,126000,
International Assistance Programs,Agency for International Development,Loan Guarantees to Israel Program Account,International development and humanitarian assistance,6000,,-2000,4000,0,0,0,
International Assistance Programs,Agency for International Development,Loan Guarantees to Egypt Program Account,International development and humanitarian assistance,0,,302000,302000,0,0,0,
International Assistance Programs,Agency for International Development,Conflict Stabilization Operations,International development and humanitarian assistance,4000,,-1000,3000,0,0,0,
International Assistance Programs,Agency for International Development,"Assistance for Europe, Eurasia and Central Asia",International development and humanitarian assistance,579000,,3000,582000,556000,338000,182000,
International Assistance Programs,Agency for International Development,Microenterprise and Small Enterprise Development Program Account,International development and humanitarian assistance,0,,0,0,0,0,0,
International Assistance Programs,Agency for International Development,Microenterprise and Small Enterprise Development Program Account,International development and humanitarian assistance,0,,0,0,0,0,0,
International Assistance Programs,Agency for International Development,Urban and Environmental Credit Program Account,International development and humanitarian assistance,0,,0,0,0,0,0,
International Assistance Programs,Agency for International Development,Urban and Environmental Credit Program Account,International development and humanitarian assistance,3000,,-3000,0,0,0,0,
International Assistance Programs,Agency for International Development,Tunisia Loan Guarantee Program Account,International development and humanitarian assistance,30000,,-30000,0,0,0,0,
International Assistance Programs,Agency for International Development,Operating Expenses of the Agency for International Development,International development and humanitarian assistance,1272000,,16000,1288000,1423000,1439000,1483000,
International Assistance Programs,Agency for International Development,"Operating Expenses, Office of Inspector General",International development and humanitarian assistance,48000,,9000,57000,62000,55000,57000,
International Assistance Programs,Agency for International Development,Assistance for Eastern Europe and the Baltic States,International development and humanitarian assistance,29000,,-12000,17000,8000,2000,0,
International Assistance Programs,Agency for International Development,American schools and hospitals abroad,International development and humanitarian assistance,0,,0,0,0,0,0,
International Assistance Programs,Agency for International Development,Development Fund for Africa,International development and humanitarian assistance,-5000,,17000,12000,9000,0,0,
International Assistance Programs,Agency for International Development,Development Assistance Program,International development and humanitarian assistance,1691000,,867000,2558000,2799000,3183000,3138000,
International Assistance Programs,Agency for International Development,Transition Initiatives,International development and humanitarian assistance,39000,,21000,60000,60000,58000,59000,
International Assistance Programs,Agency for International Development,HIV/AIDS Working Capital Fund,International development and humanitarian assistance,-8000,,68000,60000,122000,110000,69000,
International Assistance Programs,Agency for International Development,International Disaster Assistance,International development and humanitarian assistance,945000,,84000,1029000,1570000,1868000,1981000,
International Assistance Programs,Agency for International Development,Payment to the Foreign Service Retirement and Disability Fund,Conduct of foreign affairs,0,,0,0,0,0,0,
International Assistance Programs,Agency for International Development,Sub-Saharan Africa Disaster Assistance,International development and humanitarian assistance,0,,0,0,0,0,0,
International Assistance Programs,Agency for International Development,Assistance for the Independent States of the Former Soviet Union,International development and humanitarian assistance,37000,,-14000,23000,19000,2000,0,
International Assistance Programs,Agency for International Development,Child Survival and Health Programs,International development and humanitarian assistance,41000,,-10000,31000,11000,7000,3000,
International Assistance Programs,Agency for International Development,Development Credit Authority Program Account,International development and humanitarian assistance,17000,,20000,37000,57000,69000,43000,
International Assistance Programs,Agency for International Development,Development Credit Authority Program Account,International development and humanitarian assistance,7000,,2000,9000,0,0,0,
International Assistance Programs,Agency for International Development,"General Fund Proprietary Interest Receipts, not Otherwise Classified",Other interest,-5000,,4000,-1000,-1000,-1000,-1000,
International Assistance Programs,Agency for International Development,"Interest on Loans, AID",Other interest,0,,0,0,0,0,0,
International Assistance Programs,Agency for International Development,"Tunisia Loan Guarantee, Downward Reestimates of Subsidies",International development and humanitarian assistance,0,,-18000,-18000,0,0,0,
International Assistance Programs,Agency for International Development,"Loan Guarantees to Israel, Downward Reestimates of Subsidies",International development and humanitarian assistance,-663000,,560000,-103000,0,0,0,
International Assistance Programs,Agency for International Development,"Microenterprise and Small Enterprise Development, Downward Reestimates of Subsidies",International development and humanitarian assistance,0,,0,0,0,0,0,
International Assistance Programs,Agency for International Development,"Assistance for the New Independent States of the Former Soviet Union: Ukraine Export Credit Insurance, Downward Reestimates",International development and humanitarian assistance,0,,0,0,0,0,0,
International Assistance Programs,Agency for International Development,"Urban and Environmental Credit Program, Downward Reestimates of Subsidies",International development and humanitarian assistance,-16000,,8000,-8000,0,0,0,
International Assistance Programs,Agency for International Development,"Development Credit Authority Program Account, Downward Reestimates of Loan Guarantees",International development and humanitarian assistance,-6000,,-6000,-12000,0,0,0,
International Assistance Programs,Agency for International Development,"Loan Guarantees to Egypt, Downward Reestimates of Subsidies",International development and humanitarian assistance,-69000,,69000,0,0,0,0,
International Assistance Programs,Agency for International Development,"Dollar Repayments of Loans, Agency for International Development",International development and humanitarian assistance,0,,0,0,0,0,0,
International Assistance Programs,Agency for International Development,Recoveries from various enterprise funds,International development and humanitarian assistance,0,,0,0,0,0,0,
International Assistance Programs,Agency for International Development,Recoveries from various enterprise funds,International development and humanitarian assistance,0,,0,0,0,0,0,
International Assistance Programs,Agency for International Development,All Other General Fund Proprietary Receipts Including Budget Clearing Accounts,Deductions for offsetting receipts,-17000,,17000,0,0,0,0,
International Assistance Programs,Agency for International Development,Undistributed Intragovernmental Payments and Receivables from Cancelled Accounts,Deductions for offsetting receipts,2000,,-2000,0,0,0,0,
International Assistance Programs,Agency for International Development,Office of the Inspector General,International development and humanitarian assistance,0,,0,0,0,0,0,
International Assistance Programs,Agency for International Development,Economic Assistance Loans Liquidating Account,International development and humanitarian assistance,-406000,,51000,-355000,-312000,-273000,-268000,
International Assistance Programs,Agency for International Development,Property Management Fund,International development and humanitarian assistance,0,,0,0,0,0,0,
International Assistance Programs,Agency for International Development,Property Management Fund,International development and humanitarian assistance,-6000,,18000,12000,0,0,0,
